post_id,url,title,ai_model,author_name,author_url,author_avatar_url,original_post_url,image_urls,image_paths,prompt,published_date,original_language,category,source_category,likes_count,views_count,shares_count,comments_count,saved_count,cited_from,created_at
raw-realistic-amateur-photography-style-2549,https://youmind.com/vi-VN/prompts/raw-realistic-amateur-photography-style-2549,Phong cách Nhiếp ảnh Nghiệp dư Chân thực Thô mộc,GPT Image 1.5,Bearly AI,https://x.com/bearlyai,https://unavatar.io/x/bearlyai,https://x.com/bearlyai/status/2002121042631012802,"[""https://cms-assets.youmind.com/media/1766231584837_1bsplk_G8j2eJxXQAAQ1sY-900x917.jpg"", ""https://cms-assets.youmind.com/media/1766231585277_xjeph3_G8j2eLTWcAA5yNf-900x902.jpg""]","[""data\\images\\raw-realistic-amateur-photography-style-2549.jpg"", ""data\\images\\raw-realistic-amateur-photography-style-2549_2.jpg""]","Tỷ lệ khung hình 1:1

Ảnh chụp chân thực, tự nhiên, nghiệp dư, hậu cảnh rõ nét, nhiếp ảnh nghiệp dư, Chụp bằng Samsung Galaxy S21 Ultra, chụp ảnh điện thoại nghiệp dư, ống kính 24mm, f/8, Thực tế nhàm chán, đổ bóng mềm tự nhiên, ảnh chụp nhanh tự nhiên, ánh sáng tự nhiên phẳng, Chủ nghĩa hiện thực, độ tương phản thấp, cảm giác máy ảnh dùng một lần, nhiếp ảnh thông thường, hậu cảnh cũng hoàn toàn rõ nét, Những khuyết điểm nhỏ, vẻ đẹp hàng ngày, nhiễu JPEG nhẹ, vẻ ngoài không trau chuốt, chưa chỉnh sửa, ảnh nghiệp dư không hoàn hảo

chỉ tạo ra những hình ảnh chân thực, không hư cấu để đạt hiệu quả tối đa",2025-12-19T20:57:08.000Z,EN,"Bài đăng trên mạng xã hội, Nhiếp ảnh, Tóm tắt / Bối cảnh",gpt-1.5,20,14,0,3,34,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:21:01.092912
photorealistic-full-body-portrait-of-woman-in-urban-setting-2877,https://youmind.com/vi-VN/prompts/photorealistic-full-body-portrait-of-woman-in-urban-setting-2877,Chân dung toàn thân sống động như thật của một người phụ nữ trong bối cảnh đô thị,GPT Image 1.5,KeorUnreal,https://x.com/KeorUnreal,https://unavatar.io/x/KeorUnreal,https://x.com/KeorUnreal/status/2002493715429175745,"[""https://cms-assets.youmind.com/media/1766388936092_r6iycc_G8pJapQWEAA8uQf.jpg""]","[""data\\images\\photorealistic-full-body-portrait-of-woman-in-urban-setting-2877.jpg""]","{
  ""prompt"": ""Chân dung toàn thân siêu thực của một phụ nữ trẻ tuyệt đẹp với làn da rám nắng màu ô liu, mái tóc dài gợn sóng màu nâu sẫm buông xõa qua vai, đôi mắt to biểu cảm màu tối với đường kẻ mắt cánh đậm, hàng mi dài và đôi môi hồng nude bóng bẩy, hơi hé mở đầy tự tin. Cô ấy đeo một sợi dây chuyền vàng mảnh với mặt dây chuyền nhỏ nằm gọn trong khe ngực sâu. Cô ấy mặc một chiếc váy áo phông màu nâu dáng rộng quá khổ với tay áo ngắn, vạt váy kết thúc cao trên đùi để lộ đôi chân săn chắc, chất liệu vải mềm mại ôm lấy những đường cong của cô ấy. Cô ấy đi chân trần với những ngón chân được chăm sóc hoàn hảo. Tư thế: ngồi trên một chiếc ghế gỗ trong bối cảnh công nghiệp đô thị, chân bắt chéo thanh lịch, một tay đặt trên lưng ghế, tay kia thư giãn bên cạnh, đầu hơi nghiêng với ánh nhìn quyến rũ trực tiếp vào máy ảnh. Cô ấy đi đôi giày cao gót đế xuồng màu đen buộc dây với mũi hở và nhiều dây quấn quanh mắt cá chân và bắp chân. Bối cảnh: nội thất bê tông tối giản với những cửa sổ lớn cho ánh sáng tự nhiên mềm mại chiếu vào, tạo ra những điểm nhấn vàng ấm áp và bóng đổ tinh tế trên làn da và chất liệu vải có kết cấu của chiếc váy. Kết cấu da siêu chi tiết với ánh sáng rám nắng chân thực, chi tiết giày buộc dây phức tạp, lấy nét sắc nét vào chủ thể, độ sâu trường ảnh điện ảnh với hiệu ứng làm mờ nền nhẹ nhàng, dải động cao, độ phân giải 8K, chủ nghĩa siêu thực, chất lượng kiệt tác.""
}",2025-12-20T21:38:00.000Z,EN,"Bài đăng trên mạng xã hội, Tiếp thị sản phẩm, Nhiếp ảnh, Người có ảnh hưởng / Người mẫu, Chân dung / Ảnh tự chụp, Mặt hàng thời trang",gpt-1.5,41,1,5,18,11,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:53.704393
photorealistic-fashion-editorial-portrait-2880,https://youmind.com/vi-VN/prompts/photorealistic-fashion-editorial-portrait-2880,Chân dung biên tập thời trang siêu thực,GPT Image 1.5,Sienna,https://x.com/siennalovesai,https://unavatar.io/x/siennalovesai,https://x.com/siennalovesai/status/2002192027732136013,"[""https://cms-assets.youmind.com/media/1766388938203_al5mb9_G8k2shvWoAAZq6q.jpg""]","[""data\\images\\photorealistic-fashion-editorial-portrait-2880.jpg""]","```json
{
  ""prompt"": ""Chân dung biên tập thời trang siêu thực của một phụ nữ trẻ ở độ tuổi đầu 20 với làn da rám nắng ấm áp, không tì vết, mái tóc xoăn dài bồng bềnh màu nâu sẫm với những lọn tóc xoăn chặt và kết cấu xù tung chảy hoang dã qua vai và xuống lưng, khuôn mặt trái xoan với những đường nét mềm mại, đôi mắt màu hạt dẻ hình quả hạnh nhìn nghiêng với vẻ trầm tư thanh thản, lông mày cong, mũi thẳng nhỏ, đôi môi đầy đặn tự nhiên màu nude lì, gò má cao và đường quai hàm thanh tú, đứng ở tư thế ba phần tư quay sang trái với đầu hơi quay về phía máy ảnh, mặc một chiếc áo khoác sequin trắng lấp lánh quá khổ được bao phủ bởi những hạt sequin tròn lớn màu bạc phản chiếu ánh sáng ấn tượng, viền tua rua ở phía dưới, mặc bên trong quần jean denim cạp cao màu xanh nhạt, mang một chiếc túi đeo vai Gucci bằng da màu kem sang trọng với logo GG lồng vào nhau bằng kim loại vàng và dây xích vàng có thể tháo rời vắt chéo qua thân, thân hình đồng hồ cát thon gọn, khỏe khoắn với số đo ước tính 34-25-37 inch, vòng một C-cup nhỏ được tạo khối tinh tế dưới áo khoác, tổng chiều cao khoảng 5'9\"" để cân đối tỷ lệ, các chi tiết giải phẫu nâng cao bao gồm độ sâu ngực sagittal khoảng 5 inch từ xương ức đến đỉnh để tạo độ nhô nhẹ, độ sâu eo 4 inch ở rốn để tạo độ thon gọn, độ sâu hông 7 inch ở điểm rộng nhất để chuyển tiếp đường cong chữ S nữ tính mềm mại, chân và tay dài săn chắc không quá cơ bắp, không có hình xăm hoặc trang sức bổ sung, tư thế thư thái và thoải mái với một tay có thể đút túi và vai hơi chùng xuống tạo vẻ ngoài phóng khoáng, góc máy ảnh ngang tầm mắt với khung hình trung bình từ giữa đùi trở lên tập trung nổi bật vào phần thân trên, khuôn mặt, độ bồng bềnh của tóc, sequin và túi xách, bối cảnh là nội thất sang trọng ấm cúng với những bức tường ốp gỗ ấm áp, một chiếc đèn bàn gốm màu xanh mòng két cao với chao đèn xếp ly màu be trên một chiếc bàn phụ bằng kính tròn tạo ánh sáng vàng dịu, một chồng sách gần đó, phản chiếu gương tinh tế ở bên phải, ánh sáng môi trường ấm áp dịu nhẹ với những điểm nhấn nhẹ nhàng trên sequin, lọn tóc, túi da và làn da tạo ra những phản chiếu lấp lánh và bóng đổ tinh tế để tạo chiều sâu, hình ảnh siêu thực 8K độ phân giải cao với tiêu điểm sắc nét đến từng chi tiết khuôn mặt, kết cấu sequin, sợi tóc và độ bóng của da tạo nên một vẻ đẹp biên tập tinh tế, quyến rũ nhưng vẫn giản dị"",
  ""negative_prompt"": ""mờ, biến dạng, thừa chi, khuôn mặt vẽ kém, giải phẫu xấu, hình mờ, chữ, chữ ký, phơi sáng quá mức, phơi sáng thiếu, hoạt hình, minh họa, vẽ, anime, chất lượng thấp, lỗi hình ảnh, xấu xí, bàn tay biến dạng"",
  ""steps"": 50,
  ""sampler_name"": ""DPM++ 2M Karras"",
  ""cfg_scale"": 7,
  ""width"": 832,
  ""height"": 1216,
  ""seed"": -1,
  ""model"": ""realisticVisionV51""
}
```",2025-12-20T01:39:12.000Z,EN,"Bài đăng trên mạng xã hội, Tiếp thị sản phẩm, Nhiếp ảnh, Điện ảnh / Ảnh tĩnh từ phim, Chân dung / Ảnh tự chụp, Mặt hàng thời trang",gpt-1.5,47,1,4,8,27,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:48.696175
philosophical-ai-reflection-painting-prompt-2881,https://youmind.com/vi-VN/prompts/philosophical-ai-reflection-painting-prompt-2881,Lời nhắc vẽ tranh phản ánh triết học về AI,GPT Image 1.5,石の裏に潜む黒いヤツ,https://x.com/dangomushino,https://unavatar.io/x/dangomushino,https://x.com/dangomushino/status/2002389299401277840,"[""https://cms-assets.youmind.com/media/1766388939192_lyls0i_G8nqTM0awAA0MpZ.jpg""]","[""data\\images\\philosophical-ai-reflection-painting-prompt-2881.jpg""]","Theo nghĩa triết học, đầu ra của AI là hình ảnh phản chiếu của đầu vào từ con người. Hãy vẽ một bức tranh minh họa câu này.",2025-12-20T14:43:06.000Z,JA,"Tranh Sơn Dầu, Tóm tắt / Bối cảnh",gpt-1.5,0,48,0,0,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:43.820081
multiple-image-edits-and-text-replacement-2542,https://youmind.com/vi-VN/prompts/multiple-image-edits-and-text-replacement-2542,Chỉnh sửa nhiều hình ảnh và thay thế văn bản,GPT Image 1.5,ComfyUI,https://x.com/ComfyUI,https://unavatar.io/x/ComfyUI,https://x.com/ComfyUI/status/2002102578205863987,"[""https://cms-assets.youmind.com/media/1766231577666_gcsnd3_G8jlrnUbMAQwRfJ.jpg"", ""https://cms-assets.youmind.com/media/1766231578130_26gqnu_G8jlrv0akAALooL.jpg""]","[""data\\images\\multiple-image-edits-and-text-replacement-2542.jpg"", ""data\\images\\multiple-image-edits-and-text-replacement-2542_2.jpg""]","Thay thế văn bản ""Internet"" bằng ""GPT-IMAGE-1.5"". Thay thế tiêu đề phụ tiếng Nhật bằng ""Now Available on Comfy Cloud"" bằng tiếng Nhật. Không diễn giải các từ 'Comfy Cloud', đây là tên của một sản phẩm. Thay thế ""'83"" bằng ""'25"". Thay thế màn hình bằng giao diện dựa trên node. Cậu bé đang đối mặt với người xem và giơ ngón tay cái lên.",2025-12-19T19:43:46.000Z,EN,"Thiết kế ứng dụng / web, Cyberpunk / Khoa học viễn tưởng, Nhân vật, Văn bản / Kiểu chữ",gpt-1.5,2,163,0,1,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:39.494012
mlk-i-have-a-dream-speech-scene-2876,https://youmind.com/vi-VN/prompts/mlk-i-have-a-dream-speech-scene-2876,"Cảnh diễn thuyết ""Tôi có một giấc mơ"" của MLK",GPT Image 1.5,DΞV,https://x.com/junwatu,https://unavatar.io/x/junwatu,https://x.com/junwatu/status/2002256902227394866,"[""https://cms-assets.youmind.com/media/1766388935453_0pnot3_G8lh312bMAEqidn-900x720.jpg""]","[""data\\images\\mlk-i-have-a-dream-speech-scene-2876.jpg""]","Bài phát biểu ""Tôi có một giấc mơ"" của MLK năm 1963, đám đông khổng lồ, Đài tưởng niệm Lincoln ở phía sau.",2025-12-20T05:57:00.000Z,EN,"Infographic / Hình ảnh giáo dục, Áp phích / Tờ rơi, Nhiếp ảnh, Nhóm / Cặp đôi, Kiến trúc / Nội thất",gpt-1.5,0,73,0,0,1,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:34.552788
json-prompt-to-recreate-image-details-2868,https://youmind.com/vi-VN/prompts/json-prompt-to-recreate-image-details-2868,Lời nhắc JSON để tái tạo chi tiết hình ảnh,GPT Image 1.5,Sura Baghirova,https://x.com/surasb11,https://unavatar.io/x/surasb11,https://x.com/surasb11/status/2002458961564639473,"[""https://cms-assets.youmind.com/media/1766388928169_y9mogo_G8op0BxWQAA85uS-900x941.jpg""]","[""data\\images\\json-prompt-to-recreate-image-details-2868.jpg""]",Viết một lời nhắc JSON mô tả chính xác từng chi tiết của hình ảnh.,2025-12-20T19:19:54.000Z,EN,,gpt-1.5,1,148,0,1,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:30.058275
hyperrealistic-dark-fantasy-mage-portrait-2872,https://youmind.com/vi-VN/prompts/hyperrealistic-dark-fantasy-mage-portrait-2872,Chân dung Pháp sư Hắc ám Kỳ ảo Siêu thực,GPT Image 1.5,Harboriis,https://x.com/harboriis,https://unavatar.io/x/harboriis,https://x.com/harboriis/status/2002280797315989960,"[""https://cms-assets.youmind.com/media/1766388931580_7pikfh_G8mHwwybMAIuG-c.jpg""]","[""data\\images\\hyperrealistic-dark-fantasy-mage-portrait-2872.jpg""]","Chân dung siêu thực, giả tưởng đen tối về một pháp sư trùm mũ bí ẩn đứng trong tuyết rơi, cùng một người (giữ nguyên khuôn mặt chính xác), ánh sáng xanh lạnh xung quanh, chi tiết bóng phức tạp trên khuôn mặt, quả cầu ma thuật phát sáng được giữ cẩn thận giữa các ngón tay, ánh sáng vàng dịu chiếu sáng đôi tay, hình xăm rune cổ xưa trên khắp khuôn mặt, những vết sẹo tinh tế, đôi mắt tập trung mãnh liệt, kết cấu mũ trùm đầu ướt ấn tượng với những bông tuyết đọng trên vải, áo giáp da tối màu rất chi tiết với các họa tiết chạm khắc và dây bện, độ sâu trường ảnh điện ảnh, sương mù khí quyển u ám, các hạt tuyết bay lơ lửng, kết cấu siêu chi tiết, đổ bóng da chân thực, nền tối huyền bí, độ phân giải 8k, nghệ thuật ý tưởng giả tưởng, phong cách Weta Digital, ánh sáng thể tích, hiệu ứng ánh sáng ma thuật thanh tao, biểu cảm mãnh liệt và bí ẩn đầy cảm xúc",2025-12-20T07:31:57.000Z,EN,"Tài sản trò chơi, Nhiếp ảnh, Minh họa, Nhân vật, Chân dung / Ảnh tự chụp",gpt-1.5,133,5,23,20,79,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:26.059218
historical-event-image-generation-sam-altman-launching-yc-research-and-continuity-2863,https://youmind.com/vi-VN/prompts/historical-event-image-generation-sam-altman-launching-yc-research-and-continuity-2863,Tạo hình ảnh sự kiện lịch sử: Sam Altman ra mắt YC Research và Continuity,GPT Image 1.5,DΞV,https://x.com/junwatu,https://unavatar.io/x/junwatu,https://x.com/junwatu/status/2002260928813797600,"[""https://cms-assets.youmind.com/media/1766388925108_gkaovg_G8lmB-JbMAAUNQW-900x900.jpg""]","[""data\\images\\historical-event-image-generation-sam-altman-launching-yc-research-and-continuity-2863.jpg""]",Cho thấy Sam Altman vào năm 2015 ra mắt YC Research và YC Continuity.,2025-12-20T06:13:00.000Z,EN,"Infographic / Hình ảnh giáo dục, Minh họa, Chân dung / Ảnh tự chụp, Văn bản / Kiểu chữ",gpt-1.5,0,49,0,0,1,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:21.355922
grok-imagine-prompt-based-on-a-photo-2869,https://youmind.com/vi-VN/prompts/grok-imagine-prompt-based-on-a-photo-2869,Grok: Đề xuất Lời nhắc dựa trên Ảnh,GPT Image 1.5,Five,https://x.com/Five69,https://unavatar.io/x/Five69,https://x.com/Five69/status/2002451024922231197,"[""https://cms-assets.youmind.com/media/1766388928667_j37h8l_G8oil4eXoAAzdoU-900x900.jpg""]","[""data\\images\\grok-imagine-prompt-based-on-a-photo-2869.jpg""]",ảnh này + lời nhắc tưởng tượng của Grok,2025-12-20T18:48:22.000Z,EN,,gpt-1.5,5,56,1,3,0,https://youmind.com/vi-VN/prompts/image,2026-07-25T02:20:16.818125
